sku	name	original_codes	description	applications	image_url
RV0404.0009	SAPATA DE FREIO HYSTER H40-70FT / YALE GLP/GDP 40/70VX - Lado Esquerdo	HY/1565313/YA/580051332/8034592/91E46-00114	SAPATA DE FREIO HYSTER H40-70FT / YALE GLP/GDP 40/70VX - Lado Esquerdo. Aplicado em CLARK (C25L) - (C30D) - (C30L) - (CLARK) / HYSTER (H50FT) - (H50XT) - (H55FT) - (H60FT) - (H60XT) - (H70FT) - (HYSTER) / YALE (GLP050VX) - (GLP055VX) - (GLP060VX) - (GLP070VX) - (GP050MX) - (GP060MX). Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	CLARK (C25L) - (C30D) - (C30L) - (CLARK) / HYSTER (H50FT) - (H50XT) - (H55FT) - (H60FT) - (H60XT) - (H70FT) - (HYSTER) / YALE (GLP050VX) - (GLP055VX) - (GLP060VX) - (GLP070VX) - (GP050MX) - (GP060MX)	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738938/rv04040009_ftltea.png"""
RV0404.0008	SAPATA DE FREIO HYSTER H40-70FT / YALE GLP/GDP 40/70VX - Lado Direito	HY/1565314/YA/580051333/8034579/91E46-00113/91E46-00212	SAPATA DE FREIO HYSTER H40-70FT / YALE GLP/GDP 40/70VX - Lado Direito. Aplicado em CLARK (C25L) - (C30D) - (C30L) - (CLARK) / HYSTER (H50FT) - (H50XT) - (H55FT) - (H60FT) - (H60XT) - (H70FT) - (HYSTER) / YALE (GLP050VX) - (GLP055VX) - (GLP060VX) - (GLP070VX) - (GP050MX) - (GP060MX). Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	CLARK (C25L) - (C30D) - (C30L) - (CLARK) / HYSTER (H50FT) - (H50XT) - (H55FT) - (H60FT) - (H60XT) - (H70FT) - (HYSTER) / YALE (GLP050VX) - (GLP055VX) - (GLP060VX) - (GLP070VX) - (GP050MX) - (GP060MX)	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738932/rv04040008_xomb5l.png"""
RV0404.0006	SAPATA DE FREIO HYSTER H55XM / YALE GP25RE / STILL XL25	HY/1358223/YA/505963591	SAPATA DE FREIO HYSTER H55XM / YALE GP25RE / STILL XL25. Aplicado em HYSTER H55XM / YALE GP25RE, GTP050RL / STILL XL25. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	HYSTER H55XM / YALE GP25RE, GTP050RL / STILL XL25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738931/rv04040006_f777p8.png"""
RV0404.0011	SAPATA DE FREIO TOYOTA 8FG10-18	TY/47405-16600-71/TY/47403-12810-71/TY/47404-12810-71/TY/47405-12810-71/47403-16600-71/47403-10480-71/47404-16600-71/47505-13000-71/47405-16600-71/KO/3EA3031170/NI/44060-00H60/21233-70150G-ESQ/21233-70150G-DIR/91246-17100	SAPATA DE FREIO TOYOTA 8FG10-18. Aplicado em TOYOTA SÉRIE 8FG10/15/18 E OUTRAS SÉRIES. KOMATSU / NISSAN / CPC10/15/18N-RG26 / CPCD10/15/18N-RG26 / CPC10/15/18N-RW9 / CPCD10/15/18N-RW9 / CPQ10/15/18N-RW20 / CPQD10/15/18N-RW20 / CPC10/15/18N-RG26-J / CPCD10/15/18N-RG26-J / FG18. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	TOYOTA SÉRIE 8FG10/15/18 E OUTRAS SÉRIES. KOMATSU / NISSAN / CPC10/15/18N-RG26 / CPCD10/15/18N-RG26 / CPC10/15/18N-RW9 / CPCD10/15/18N-RW9 / CPQ10/15/18N-RW20 / CPQD10/15/18N-RW20 / CPC10/15/18N-RG26-J / CPCD10/15/18N-RG26-J / FG18	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738938/rv04040011_ww89lo.png"""
RV0404.0010	SAPATA DE FREIO TOYOTA 8FG20-25	TY/47405-23600-71/TY/47405-23000-71/TY/47401-33240-71/STILL/2317712/TY/47403-20540-71	SAPATA DE FREIO TOYOTA 8FG20-25. Aplicado em TOYOTA SÉRIE 6FG, 7FG, 8FG20/25/30, 7FGN30, MESMA DA STILL CLX25. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	TOYOTA SÉRIE 6FG, 7FG, 8FG20/25/30, 7FGN30, MESMA DA STILL CLX25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739034/rv04040010_maeelb.png"""
RV0404.0013	SAPATA DE FRIEO TOYOTA 6FBRE12/14/16/20 - Conjunto de 2 Unidades	TY/47117-12240-71/47113-12190-71/47119-12240-71	SAPATA DE FRIEO TOYOTA 6FBRE12/14/16/20 - Conjunto de 2 Unidades. Aplicado em SÉRIES 2FBE10/13/15/18/ - FBE10/13/15/18/20 - 6FBRE12/14/16/20. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	SÉRIES 2FBE10/13/15/18/ - FBE10/13/15/18/20 - 6FBRE12/14/16/20	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738943/rv04040013_puixdp.png"""
RV0225.3044	TAMBOR DE FREIO CLARK C25L	2823768	TAMBOR DE FREIO CLARK C25L. Aplicado em CLARK C25L. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	CLARK C25L	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738462/rv02253044_din0h7.jpg"""
RV0225.3014	TAMBOR DE FREIO KOMATSU	3EB-22-35610	TAMBOR DE FREIO KOMATSU. Aplicado em FG20-14FG20SHT-12FG20SHT-14FG20ST-12FG20ST-14FG20STLS-14FG20STUS-14FG25-14FG25SHT-12FG25SHT-14FG25SHTLS-14FG25ST-12FG25ST-14FG25STLS-14FG25STUS-14FG30-14FG30SHT-12FG30SHT-14FG30SHTLS-1. Peça fundamental para o sistema de frenagem de empilhadeiras, garantindo segurança e precisão em operações industriais.	FG20-14FG20SHT-12FG20SHT-14FG20ST-12FG20ST-14FG20STLS-14FG20STUS-14FG25-14FG25SHT-12FG25SHT-14FG25SHTLS-14FG25ST-12FG25ST-14FG25STLS-14FG25STUS-14FG30-14FG30SHT-12FG30SHT-14FG30SHTLS-1	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738193/rv02253014_qfrbqu.jpg"""
RV0236.0001	FILTRO DE AR MAZDA F2 2.2L	HY1559418/YA580048839/YA/580048838	FILTRO DE AR MAZDA F2 2.2L. Aplicado em MAZDA F2 / 2.2L / COMUM. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	MAZDA F2 / 2.2L / COMUM	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738701/rv02360001_augkoi.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738701/rv02360001n1_mo12gx.png"""
RV0236.0002	FILTRO DE AR	HY305080/HY/179930/HY/290732/HY/3000526/HY/30065/HY/341546/HY/379411/YA504240863	FILTRO DE AR. Aplicado em XM ANTIGA D177 SERIES. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	XM ANTIGA D177 SERIES	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738701/rv02360002_w9fhim.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738702/rv02360002n1_pttrwo.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738706/rv02360002n2_lvwwix.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738708/rv02360002n3_hc0zsg.jpg"""
RV0236.0004	FILTRO DE AR	HYSTER/1377080/YALE/520045026/YALE/582048244/TYOYOTA/17741-U210071/HYUNDAI/11FK20080/11M820120/JLG/70010829/7024438/CLARK/2791707/256G1-08011/DAEWOO/A213939	FILTRO DE AR. Aplicado em CLARK CGP25/C25/C30 / HYSTER 55XM MODERNO / HANGCHA XF/XR/AG2. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	CLARK CGP25/C25/C30 / HYSTER 55XM MODERNO / HANGCHA XF/XR/AG2	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738707/rv02360004_jac3xy.png"""
RV0236.0005	FILTRO DE AR	CL/926079	FILTRO DE AR. Aplicado em CLARK CMP25 / CQ25L. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	CLARK CMP25 / CQ25L	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738707/rv02360005_n3prlq.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738713/rv02360005n1_c6wui8.jpg"""
RV0236.0006	FILTRO DE AR	CL/8021591/1462439/6666375/1547108/580010991	FILTRO DE AR. Aplicado em CLARK CMP45/60 / HYSTER 80XM. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	CLARK CMP45/60 / HYSTER 80XM	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738713/rv02360006_v6nrvx.jpg"""
RV0236.0008	FILTRO DE AR MITSUBISHI FG	91361-03300/91361-00901/91361-13300/91361-00900/91361-10900/9136103300/9136100901/9136113300/9136100900/9136110900/9136113300	FILTRO DE AR MITSUBISHI FG. Aplicado em FG18/20/25/30 HELI CPQD253. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	FG18/20/25/30 HELI CPQD253	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738713/rv02360008n1_s6ixvs.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738726/rv02360008_gnstnb.jpg"""
RV0236.0009	FILTRO DE AR TOYOTA	TY/17743-23600-71/17741-23600-71/17743-U2230-71/17743-U1100-71	FILTRO DE AR TOYOTA. Aplicado em 7FG25/30 8FG25/30. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	7FG25/30 8FG25/30	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738714/rv02360009_olmioz.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738719/rv02360009n1_bwcucd.jpg"""
RV0413.0102	FILTRO DE AR SECUNDÁRIO	534A0-62011/0830-G00534A0-62011/CL/2796345/YA/580000543	FILTRO DE AR SECUNDÁRIO. Aplicado em CLARK CGP25/C25/C30 / HYSTER 55XM MODERNO / HANGCHA XF/XR/AG2. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	CLARK CGP25/C25/C30 / HYSTER 55XM MODERNO / HANGCHA XF/XR/AG2	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739470/rv04130102_i4veyr.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739470/rv04130102n1_lo81vy.jpg"""
RV0413.0010	FILTRO DE AR HYSTER ANTICHAMA	H1620142	FILTRO DE AR HYSTER ANTICHAMA. Aplicado em H80-155FT. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	H80-155FT	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739457/rv04130010_ntiqul.jpg"""
RV0236.0011	FILTRO DE AR GM2.4L - ANTICHAMA	HY1574111/YA/580053908	FILTRO DE AR GM2.4L - ANTICHAMA. Aplicado em H70FT. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	H70FT	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738720/rv02360011_x4ypba.jpg"""
RV0413.0011	FILTRO DE AR GM2.4L - ANTICHAMA	HY1574111/YA/580053908	FILTRO DE AR GM2.4L - ANTICHAMA. Aplicado em H70FT. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	H70FT	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739464/rv04130011_cemuj5.jpg"""
RV0236.0013	FILTRO DE AR INTERNO	TY/17744-23600-71	FILTRO DE AR INTERNO. Aplicado em Utiliza com o RV0236.0009. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	Utiliza com o RV0236.0009	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738720/rv02360013_g3egqf.jpg"""
RV0236.0027	FILTRO DE AR	8421274/29839003/43107368	FILTRO DE AR. Aplicado em FMX17 / FMX20 / R17 ACTIVE. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	FMX17 / FMX20 / R17 ACTIVE	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738732/rv02360027n1_s6b0mr.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738732/rv02360027_ao3bel.jpg"""
RV0236.0032	FILTRO DE AR	NI/16546-40K00/NI/16546-51H10B/JLG/7012664	FILTRO DE AR. Aplicado em STILL RC44-25C MOTOR K21/K25 / JLG 7012664. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	STILL RC44-25C MOTOR K21/K25 / JLG 7012664	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738738/rv02360032_mdfhti.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738738/rv02360032n1_jggpxh.jpg"""
RV0236.0033	FILTRO DE AR EXTERNO STILL	STILL/2317997	FILTRO DE AR EXTERNO STILL. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738739/rv02360033_ktltyl.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738740/rv02360033n1_xxisxj.jpg"""
RV0236.0034	FILTRO DE AR INTERNO - STILL	STILL/2317998	FILTRO DE AR INTERNO - STILL. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738744/rv02360034_jad9zz.jpg"""
RV0236.0037	FILTRO DE AR STILL LINDE AGRALE MODERINO	ST-9839012	FILTRO DE AR STILL LINDE AGRALE MODERINO. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738745/rv02360037_y6kku9.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738747/rv02360037n1_wvpf7b.jpg"""
RV0236.0007	ELEMENTO DE SEGURANÇA CLARK	534A0-62011/0830-G00534A0-62011/CL/2796345/YA/580000543	ELEMENTO DE SEGURANÇA CLARK. Aplicado em CLARK CGP25/C25/C30 / HYSTER 55XM MODERNO / HANGCHA XF/XR/AG2. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	CLARK CGP25/C25/C30 / HYSTER 55XM MODERNO / HANGCHA XF/XR/AG2	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738713/rv02360007_mauege.jpg"""
RV0236.0050	FILTRO DE AR YALE	YA/710000500	FILTRO DE AR YALE. Aplicado em G83 / G87P. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	G83 / G87P	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738759/rv02360050_otuuqw.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738759/rv02360050n1_vo43jt.jpg"""
RV0236.0057	FILTRO DE AR BOBCAT	6672467/YALE/902166802/MITSUBISHI/91B61-00112/91B61-00912/KOMATSU/3EA01A5390/HYSTER/2034117/YALE/582047672/YALE/582050490	FILTRO DE AR BOBCAT. Aplicado em BOBCAT 325D / 325G / 328D (DONALDSON P821575), HYSTER FT 1.8 TX, YALE 20AK, KOMATSU FG25T12, MITSUBISHI FG25N, YALE 040-050-060 MX PSI2.4. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	BOBCAT 325D / 325G / 328D (DONALDSON P821575), HYSTER FT 1.8 TX, YALE 20AK, KOMATSU FG25T12, MITSUBISHI FG25N, YALE 040-050-060 MX PSI2.4	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738844/rv02360057_u3o6yq.jpg"""
RV0236.0072	FILTRO DE AR (ELEMENTO FILTRANTE) - STILL	2329124	FILTRO DE AR (ELEMENTO FILTRANTE) - STILL. Aplicado em STILL RC44. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	STILL RC44	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738779/rv02360072_qneogo.jpg"""
RV0236.0042	FILTRO COMBUSTIVEL CLARK	CL/8048682	FILTRO COMBUSTIVEL CLARK. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738753/rv02360042_ocuq89.png"""
RV0236.0047	FILTRO DE COMBUSTÍVEL	LINDE/0009831699/H70	FILTRO DE COMBUSTÍVEL. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738761/rv02360047_q9uugg.jpg"""
RV0413.0094	FILTRO DE COMBUSTIVEL PENEIRA (COPINHO) - YANMAR	1586457	FILTRO DE COMBUSTIVEL PENEIRA (COPINHO) - YANMAR. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739457/rv04130094_qoo9wx.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739458/rv04130094n1_kbhmzu.jpg"""
RV0413.0097	FILTRO DE COMBUSTIVEL - MOTOR XINCHAI A498 (DIESEL)	490B-32000/JX085100C/JX0810D1/490BPG/(Substitui/Xcmg/800152675)/A490BPG/C490BPG/A495BPG/A498BPG/QC490GP/4D27G31/4D30G31/4D35ZG31/JX85100C	FILTRO DE COMBUSTIVEL - MOTOR XINCHAI A498 (DIESEL). Aplicado em HANGCHA / HELI. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	HANGCHA / HELI	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739464/rv04130097_hh4ys3.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739543/rv04130097n1_oqifko.png"""
RV0236.0016	FILTRO DE ÓLEO - TOYOTA	TY/15601-76008-71	FILTRO DE ÓLEO - TOYOTA. Aplicado em 7/8FG18/20/25/30. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	7/8FG18/20/25/30	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738744/rv02360016_hesbwh.png"""
RV0236.0017	FILTRO DE ÓLEO FE/F2	324692/150017600/333642/1246564/582049649	FILTRO DE ÓLEO FE/F2. Aplicado em YALE 40-50-60 MX PSI 2.4. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	YALE 40-50-60 MX PSI 2.4	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738744/rv02360017_ar6kws.png"""
RV0236.0018	FILTRO DE ÓLEO GM6.6L/4.3L	HY/1320000/YA/900006282	FILTRO DE ÓLEO GM6.6L/4.3L. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738780/rv02360018_hoce0c.png"""
RV0236.0019	FILTRO DE ÓLEO	NI/1520801B01/5913414081/15208-01B01/15208-01B02/91H20-11870/91H20-01870	FILTRO DE ÓLEO. Aplicado em STILL RC44-25C MOTOR K21/K25 / Nissan H20 Preto /H25 / K25. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	STILL RC44-25C MOTOR K21/K25 / Nissan H20 Preto /H25 / K25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738721/rv02360019_uxllq4.png"""
RV0236.0020	FILTRO DE ÓLEO GM2.4L	HY/860231/HY/1584120/YA/790009943/94632619/580056944	FILTRO DE ÓLEO GM2.4L. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.		"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738725/rv02360020_fmkqfd.png"""
RV0236.0041	FILTRO DE ÓLEO - CLARK	CL/8048681	FILTRO DE ÓLEO - CLARK. Aplicado em C70S. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	C70S	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738786/rv02360041_eu1xaq.png"""
RV0236.0059	FILTRO DE ÓLEO -	DA/D141099	FILTRO DE ÓLEO -. Aplicado em DAEWOO D141099. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	DAEWOO D141099	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738773/rv02360059_ks2ego.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738773/rv02360059n1_bdpeab.jpg"""
RV0236.0055	FILTRO DE ÓLEO - MITSUBISHI	MD136466	FILTRO DE ÓLEO - MITSUBISHI. Aplicado em 4G64 / 4G63. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	4G64 / 4G63	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738767/rv02360055_xjoqak.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738767/rv02360055n1_pidyn2.png"""
RV0413.0096	FILTRO DE ÓLEO - 490BPG MOTOR XINCHAI (DIESEL)	CX0708/490B-24000A/490B24000A/490B-24000/490B24000	FILTRO DE ÓLEO - 490BPG MOTOR XINCHAI (DIESEL). Aplicado em HANGCHA CPCD20N-RW27 / CPCD25N-RW27 / CPCD30N-RW27 / CPCD35N-RW27. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	HANGCHA CPCD20N-RW27 / CPCD25N-RW27 / CPCD30N-RW27 / CPCD35N-RW27	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739460/rv04130096_lhnogl.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739465/rv04130096n1_nq8wy7.png"""
RV0236.0003	FILTRO HIDRÁULICO	HY/1337159/YA/505973580	FILTRO HIDRÁULICO. Aplicado em HYSTER XM. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	HYSTER XM	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738707/rv02360003_logcvs.png"""
RV0236.0022	FILTRO HIDRÁULICO	TY/67502-26600-71/67502-22660-71/67502-F2180-71/67502-U2230-71/67502-20540-71	FILTRO HIDRÁULICO. Aplicado em 8FG25. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	8FG25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738726/rv02360022_ywvm6a.png"""
RV0236.0031	FILTRO HIDRÁULICO	W51768	FILTRO HIDRÁULICO. Aplicado em K21/K25. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	K21/K25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738734/rv02360031_d8wza5.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738738/rv02360031n1_vp7exy.png"""
RV0236.0045	FILTRO HIDRAULICO HYSTER H55FT / H1.8TX	HY/2070611/HY/4000997/YA/580052153/HY/1707194/YA/582002947	FILTRO HIDRAULICO HYSTER H55FT / H1.8TX. Aplicado em H55FT / H1.8TX e outras. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	H55FT / H1.8TX e outras	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738753/rv02360045_zloww2.png"""
RV0236.0051	FILTRO HIDRAULICO CLARK CMP25 / C25	CL/926335	FILTRO HIDRAULICO CLARK CMP25 / C25. Aplicado em CMP25 / C25. Filtro projetado para proteger o motor e componentes internos contra impurezas, promovendo maior durabilidade e desempenho.	CMP25 / C25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738760/rv02360051_z18mvk.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738760/rv02360051n1_d9c0ju.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738760/rv02360051n2_feow3u.jpg"""
